UTMX	UTMY	Idxa	Gridpt_no.	Sampled	Elev_mean	Slope_mean	Aspece_mean	Aspval_mean	Aspwest_mean	Cir_mean	Cir_median	Red_mean	Red_median	Grn_mean	Grn_median	SpringDist	StreamDist	Dist2Water	DepthClass
487309	4628243	99003309	2561	n	2021.62	8.5742	191.195	0.262915	0.404743	103.267	104	118.31	119	90.4311	91	1872.19959	1006.77457	1006.77457	Deep
487609	4628243	99003310	2562	n	2017.15	8.7272	122.058	0.507508	0.859789	121.029	121	131.062	131	104.647	104	2034.09246	955.75915	955.75915	Deep
487909	4628243	99003311	2563	n	2007.56	7.9722	178.598	0.271898	0.513241	109.715	113	122.557	125	95.2778	98	2224.84448	932.09997	932.09997	Deep
488209	4628243	99003312	2564	n	1999.51	4.7482	140.963	0.342611	0.781492	118.903	119	131.91	132	105.386	105	2336.58443	918.15606	918.15606	Deep
488509	4628243	99003313	2565	n	1987.58	4.4759	158.339	0.21959	0.663992	122.187	121	135.564	134	108.51	107	2458.69171	947.62253	947.62253	Deep
488809	4628243	99003314	2566	n	1985.58	5.3748	169.062	0.341474	0.567915	115.467	118	128.937	130	102.001	103	2563.74593	1046.07258	1046.07258	Deep
489109	4628243	99003315	2567	n	1975.48	4.8209	109.989	0.578357	0.913526	125.519	125	137.606	137	111.737	111	2289.9064	1178.70528	1178.70528	Deep
489409	4628243	99003316	2568	n	1968.92	5.6844	202.551	0.292778	0.35672	112.771	114	124.584	125	98.2506	99	2023.49931	1283.69944	1283.69944	Deep
489709	4628243	99003317	2569	n	1988.35	5.4287	185.851	0.245905	0.49632	120.705	120	131.481	130	106.61	105	1767.88788	1348.58958	1348.58958	Deep
490009	4628243	99003318	2570	n	1983.8	4.1556	132.204	0.417438	0.771259	134.572	132	141.499	139	117.854	115	1528.49785	1406.1337	1406.1337	Deep
490309	4628243	99003319	2571	n	1973.26	3.1049	87.8642	0.742547	0.926733	132.508	132	137.656	137	114.29	114	1314.22365	1466.2615	1314.22365	Deep
490609	4628243	99003320	2572	n	1960.54	3.5646	54.6912	0.917	0.869357	132.802	133	137.786	138	114.566	114	1139.32521	1567.61631	1139.32521	Deep
490909	4628243	99003321	2573	n	1949.24	8.9879	101.38	0.58828	0.644561	133.294	134	138.577	139	114.975	116	1024.17775	1716.07664	1024.17775	Deep
491209	4628243	99003322	2574	n	1943.71	8.6921	129.587	0.412392	0.674028	140.007	141	146.092	147	121.76	122	989.85766	1900.63599	989.85766	Deep
491509	4628243	99003323	2575	n	1935.91	5.4946	138.298	0.362903	0.730204	157.205	157	129.578	139	118.506	119	1044.36407	2111.85115	1044.36407	Deep
491809	4628243	99003324	2576	n	1923.83	3.7111	138.211	0.369853	0.719143	171.15	170	101.41	102	114.88	114	1175.40395	2268.87274	1175.40395	Deep
492109	4628243	99003325	2577	n	1917.19	2.8168	137.779	0.349973	0.763577	168.527	168	106.62	107	115.018	113	1361.04833	1992.11687	1361.04833	Deep
492409	4628243	99003326	2578	n	1908.97	2.2557	116.703	0.521407	0.897474	168.631	173	143.579	153	131.637	137	1582.19174	1721.22856	1582.19174	Deep
492709	4628243	99003327	2579	n	1901.04	1.1121	115.44	0.536106	0.919188	168.967	169	68.5672	67	102.619	102	1540.88369	1461.75439	1461.75439	Deep
493009	4628243	99003328	2580	n	1897.38	0.6905	100.053	0.68129	0.930051	158.338	161	71.571	66	92.8541	94	1284.10306	1220.99304	1220.99304	Deep
493309	4628243	99003329	2581	n	1895.49	0.1899	123.059	0.564581	0.678161	150.624	151	57.963	56	76.0191	75	1050.48503	992.36749	992.36749	Deep
475609	4628043	99003338	2582	n	2186.22	15.3804	228.927	0.058938	0.154007	140.486	143	136.001	144	112.205	118	2486.61531	1131.71993	1131.71993	Shallow
475909	4628043	99003339	2583	n	2231.86	9.8655	197.461	0.230404	0.357983	144.458	146	145.696	151	122.184	126	2228.41369	1422.07271	1422.07271	Shallow
476209	4628043	99003340	2584	n	2217.43	7.8463	88.2488	0.72646	0.840458	135.749	134	124.061	121	101.261	98	1982.01902	1660.02382	1660.02382	Medium
476509	4628043	99003341	2585	n	2200.09	3.0142	111.001	0.567727	0.893468	150.345	153	146.992	151	122.641	127	1752.41869	1589.70942	1589.70942	Medium
476809	4628043	99003342	2586	n	2192.97	2.7059	182.568	0.167544	0.474404	145.711	152	138.074	146	111.837	118	1547.10798	1560.26093	1547.10798	Medium
477109	4628043	99003343	2587	n	2200.32	5.6279	183.472	0.109125	0.486617	127.587	127	117.76	117	90.7803	90	1376.99491	1587.97113	1376.99491	Shallow
477409	4628043	99003344	2588	n	2198.19	4.3822	170.504	0.17416	0.568188	126.722	125	119.027	117	92.8301	91	1256.45805	1669.99713	1256.45805	Shallow
477709	4628043	99003345	2589	n	2194.05	4.2009	148.762	0.352597	0.474056	132.043	130	121.097	123	95.254	93	1200.52434	1798.92428	1200.52434	Shallow
478009	4628043	99003346	2590	n	2189.7	6.3411	138.534	0.845552	0.569972	128.898	129	118.386	120	92.8656	90	1218.12583	1965.54488	1218.12583	Medium
478309	4628043	99003347	2591	n	2170.5	8.7824	117.128	0.827049	0.64221	117.28	117	93.9997	91	73.1013	71	1306.29338	2161.15821	1306.29338	Shallow
478609	4628043	99003348	2592	n	2178.6	4.1659	193.969	0.640268	0.442781	119.503	119	108.417	108	81.2896	80	1452.23078	2378.62207	1452.23078	Shallow
478909	4628043	99003349	2593	n	2168.24	4.5224	91.5824	0.695138	0.891755	114.201	113	93.3529	93	71.8321	71	1640.59322	2612.48561	1640.59322	Medium
479209	4628043	99003350	2594	n	2154.05	3.336	138.267	0.419137	0.719653	118.689	116	99.9138	96	78.5823	75	1858.52575	2858.72685	1858.52575	Medium
479509	4628043	99003351	2595	n	2153.83	4.1349	199.751	0.061462	0.347489	120.929	118	109.043	106	86.3918	82	2096.82851	3114.41123	2096.82851	Medium
479809	4628043	99003352	2596	n	2155.16	3.604	163.294	0.209756	0.605741	116.804	115	101.429	99	79.6521	78	1927.52517	2982.52059	1927.52517	Shallow
480109	4628043	99003353	2597	n	2155.64	3.7295	156.309	0.288948	0.626696	116.422	115	101.178	99	79.8924	79	1674.18761	2738.39501	1674.18761	Medium
480409	4628043	99003354	2598	n	2158.69	6.9945	207.344	0.193393	0.285645	120.836	122	110.913	113	87.6948	88	1438.90758	2506.4288	1438.90758	Shallow
480709	4628043	99003355	2599	n	2171.99	3.7818	186.454	0.070654	0.450895	116.844	117	101.942	102	79.2894	79	1232.07382	2290.31951	1232.07382	Medium
481009	4628043	99003356	2600	n	2173.86	3.3613	165.682	0.337722	0.490982	118.888	118	101.961	103	80.5294	80	1070.30686	2094.98009	1070.30686	Medium
481309	4628043	99003357	2601	n	2161.57	7.8276	67.3385	0.909506	0.658095	114.035	113	91.564	91	73.7603	73	976.27232	1926.7381	976.27232	Medium
481609	4628043	99003358	2602	n	2154.99	7.2709	104.413	0.887339	0.637063	118.722	118	101.78	101	80.1031	79	969.87552	1793.23669	969.87552	Medium
481909	4628043	99003359	2603	n	2130.33	8.412	61.8849	0.897504	0.907798	121.281	120	92.9118	93	79.555	79	1052.71525	1702.66731	1052.71525	Medium
482209	4628043	99003360	2604	n	2107.82	3.0101	97.2213	0.646233	0.809516	120.232	120	104.215	104	85.5284	85	965.81166	1662.0632	965.81166	Medium
482509	4628043	99003361	2605	n	2102.48	3.7111	168.471	0.174365	0.586493	127.082	127	116.335	116	93.1003	93	869.7415	1675.06185	869.7415	Medium
482809	4628043	99003362	2606	n	2096.55	3.0664	168.895	0.149479	0.591662	120.707	120	111.51	111	89.3278	89	800.45736	1614.2312	800.45736	Medium
483109	4628043	99003363	2607	n	2091.59	6.5877	165.323	0.313582	0.67657	118.409	120	111.469	113	89.8942	92	825.54836	1336.98186	825.54836	Medium
483409	4628043	99003364	2608	n	2081.27	8.8554	115.201	0.695686	0.69994	121.131	120	113.706	113	92.7016	92	949.90959	1072.05345	949.90959	Deep
483709	4628043	99003365	2609	n	2078.99	4.8916	172.903	0.533684	0.464036	117.678	120	113.866	116	91.164	93	730.23818	831.31025	730.23818	Deep
484009	4628043	99003366	2610	n	2079.21	1.9051	107.651	0.934987	0.665184	117.673	116	115.323	113	92.9968	91	575.73078	642.53783	575.73078	Deep
484309	4628043	99003367	2611	n	2074.61	1.7521	103.549	0.60634	0.824008	115.7	115	111.796	111	89.4893	88	556.49264	560.92155	556.49264	Deep
484609	4628043	99003368	2612	n	2066.94	3.2999	110.471	0.525335	0.772695	118.28	118	113.987	114	91.8943	91	684.03376	619.12273	619.12273	Deep
484909	4628043	99003369	2613	n	2058.01	3.4327	101.796	0.557127	0.765219	124.529	123	119.02	117	96.5657	95	897.84203	765.11396	765.11396	Deep
485209	4628043	99003370	2614	n	2050.14	5.5153	144.877	0.481454	0.657757	126.901	126	120.743	119	98.5693	97	1150.79904	869.06652	869.06652	Deep
485509	4628043	99003371	2615	n	2041.38	10.4277	154.412	0.382355	0.53087	122.403	127	119.145	122	96.074	100	1095.31018	884.89191	884.89191	Deep
485809	4628043	99003372	2616	n	2049.02	3.4802	204.344	0.323409	0.358365	121.931	120	121.658	120	98.3939	97	1085.15553	969.98982	969.98982	Deep
486109	4628043	99003373	2617	n	2032.94	6.0177	141.204	0.38188	0.7336	125.784	126	124.967	124	101.694	101	1155.60402	1085.63466	1085.63466	Deep
486409	4628043	99003374	2618	n	2031.17	4.4393	184.703	0.101313	0.460812	117.645	117	121.534	121	96.8804	96	1293.55277	1019.68	1019.68	Deep
486709	4628043	99003375	2619	n	2026.35	3.088	137.587	0.361066	0.756086	116.051	116	123.995	123	98.8074	98	1480.24893	882.49954	882.49954	Deep
487009	4628043	99003376	2620	n	2017.22	3.5206	89.4295	0.739338	0.905318	116.192	116	126.522	126	100.906	101	1699.70439	814.42554	814.42554	Deep
487309	4628043	99003377	2621	n	2004.89	9.7294	158.273	0.349217	0.557089	109.393	113	118.268	119	92.8673	95	1940.83826	806.78168	806.78168	Deep
487609	4628043	99003378	2622	n	2006.59	7.6046	137.605	0.409777	0.772888	122.319	122	133.502	133	106.517	106	2196.52254	756.29175	756.29175	Deep
487909	4628043	99003379	2623	n	1996.31	8.5286	179.726	0.385695	0.523688	112.364	115	124.804	126	97.944	99	2376.0739	733.0157	733.0157	Deep
488209	4628043	99003380	2624	n	1987.35	6.4095	138.367	0.355914	0.801823	123.153	122	135.162	134	108.534	108	2524.66403	718.2574	718.2574	Deep
488509	4628043	99003381	2625	n	1975.76	3.6654	176.762	0.143631	0.521247	124.789	124	137.353	137	109.537	109	2638.0801	752.3896	752.3896	Deep
488809	4628043	99003382	2626	n	1979.17	4.7113	191.979	0.251379	0.451112	114.977	117	130.526	132	101.933	103	2493.41028	871.877	871.877	Deep
489109	4628043	99003383	2627	n	1973.03	4.7387	102.222	0.648988	0.96602	123.829	124	136.341	136	110.262	110	2210.87606	985.62051	985.62051	Deep
489409	4628043	99003384	2628	n	1964.27	6.3379	190.637	0.339396	0.470567	118.428	120	129.844	130	103.402	104	1933.6109	1106.16416	1106.16416	Deep
489709	4628043	99003385	2629	n	1970.9	7.6559	165.233	0.200646	0.618667	128.761	128	138.861	138	113.942	113	1664.25035	1149.43269	1149.43269	Deep
490009	4628043	99003386	2630	n	1965.68	5.0618	180.67	0.081485	0.49209	131.008	130	138.11	137	113.819	113	1407.34052	1216.43481	1216.43481	Deep
490309	4628043	99003387	2631	n	1966.94	3.7453	171.914	0.139861	0.539809	134.578	133	141.497	140	117.401	116	1171.10438	1273.43018	1171.10438	Deep
490609	4628043	99003388	2632	n	1961.49	3.0601	132.694	0.397656	0.835117	137.337	137	143.529	143	119.739	119	970.75414	1388.92856	970.75414	Deep
490909	4628043	99003389	2633	n	1952.1	2.7456	124.637	0.473013	0.827544	138.293	138	144.908	145	121.024	121	832.61139	1554.54839	832.61139	Deep
491209	4628043	99003390	2634	n	1939.32	3.9704	67.1252	0.849382	0.900258	139.339	139	143.256	144	119.829	120	790.01256	1756.16594	790.01256	Deep
491509	4628043	99003391	2635	n	1924.92	3.7111	88.7582	0.68209	0.784901	171.361	173	105.305	103	117.338	115	857.32023	1982.83054	857.32023	Deep
491809	4628043	99003392	2636	n	1916.8	2.6589	111.574	0.552122	0.745093	173.997	175	80.8723	73	110.893	110	1012.85542	2190.99956	1012.85542	Deep
492109	4628043	99003393	2637	n	1910.83	2.6685	107.339	0.56601	0.745167	174.584	175	76.039	68	109.734	109	1223.41907	1917.98053	1223.41907	Deep
492409	4628043	99003394	2638	n	1905.88	1.786	130.204	0.421548	0.792543	165.647	170	124.74	138	122.862	125	1465.48024	1637.62065	1465.48024	Deep
492709	4628043	99003395	2639	n	1900.68	0.8478	87.946	0.756464	0.983519	170.797	171	64.9241	64	102.59	103	1457.33462	1363.31491	1363.31491	Deep
493009	4628043	99003396	2640	n	1897.04	0.4813	105.407	0.618782	0.959787	157.606	160	66.0023	62	90.7287	91	1182.54908	1101.23824	1101.23824	Deep
493309	4628043	99003397	2641	n	1895.64	0.2386	129.68	0.684771	0.781985	153.955	153	61.6259	57	83.3495	82	923.59106	863.54402	863.54402	Deep
475609	4627843	99003406	2642	n	2181.13	12.878	282.164	0.643925	0.247626	133.023	133	118.266	119	97.2852	97	2588.90389	1091.17343	1091.17343	Shallow
475909	4627843	99003407	2643	n	2227	9.0657	261.633	0.308535	0.080336	136.544	139	130.494	136	107.007	111	2342.00666	1389.3443	1389.3443	Shallow
476209	4627843	99003408	2644	n	2220.94	10.9699	84.0834	0.766421	0.862281	140.759	142	133.137	136	111.488	113	2108.92557	1688.16341	1688.16341	Shallow
476509	4627843	99003409	2645	n	2191.36	4.7506	152.928	0.301755	0.707134	138.102	136	129.443	127	105.809	103	1894.76619	1786.41476	1786.41476	Medium
476809	4627843	99003410	2646	n	2184.71	3.9876	205.982	0.352545	0.484116	144.653	148	138.195	144	112.936	118	1706.66657	1760.26016	1706.66657	Medium
477109	4627843	99003411	2647	n	2188.9	4.9918	253.811	0.537527	0.388827	143.066	145	139.177	143	112.914	116	1554.11796	1784.86805	1554.11796	Medium
477409	4627843	99003412	2648	n	2191.65	2.8663	218.358	0.67437	0.43892	123.575	123	114.193	113	90.1162	90	1448.39721	1858.22283	1448.39721	Medium
477709	4627843	99003413	2649	n	2194.91	1.5383	290.951	0.525673	0.220527	135.782	140	131.896	136	104.979	108	1400.15226	1974.90005	1400.15226	Medium
478009	4627843	99003414	2650	n	2195.79	2.5466	167.127	0.509725	0.658983	149.582	150	149.854	151	120.015	121	1415.27319	2127.78484	1415.27319	Medium
478309	4627843	99003415	2651	n	2181.17	6.7542	156.056	0.573138	0.645546	126.499	126	112.465	112	87.2856	85	1491.83446	2309.69835	1491.83446	Shallow
478609	4627843	99003416	2652	n	2181.43	3.5496	137.97	0.605088	0.760136	124.35	124	110.099	110	84.2253	82	1621.1545	2514.34775	1621.1545	Shallow
478909	4627843	99003417	2653	n	2166.48	5.6949	124.678	0.472378	0.800157	122.573	123	104.769	107	82.152	82	1791.84647	2736.63712	1791.84647	Shallow
479209	4627843	99003418	2654	n	2151.14	2.9914	128.582	0.446707	0.738545	121.815	122	107.292	108	82.7598	83	1993.31022	2972.61179	1993.31022	Medium
479509	4627843	99003419	2655	n	2145	3.0792	133.558	0.467876	0.630266	115.388	113	98.9787	95	78.356	75	2112.65534	3138.14477	2112.65534	Medium
479809	4627843	99003420	2656	n	2145.75	4.2664	165.179	0.222312	0.591457	119.082	117	107.119	105	84.4563	82	1835.99114	2875.99213	1835.99114	Medium
480109	4627843	99003421	2657	n	2144.21	4.0138	178.307	0.149716	0.504511	112.605	112	99.0674	98	76.999	77	1567.93314	2621.9666	1567.93314	Medium
480409	4627843	99003422	2658	n	2145.5	6.1026	202.368	0.121919	0.344266	116.498	114	103.615	99	83.0424	78	1313.75995	2378.67337	1313.75995	Medium
480709	4627843	99003423	2659	n	2160.82	4.3192	209.035	0.145166	0.341243	123.414	123	113.19	113	88.7508	88	1083.28948	2149.75932	1083.28948	Shallow
481009	4627843	99003424	2660	n	2169.17	4.5451	207.71	0.087172	0.279665	122.685	123	109.683	110	85.7819	86	895.02344	1940.3204	895.02344	Medium
481309	4627843	99003425	2661	n	2169.7	3.4443	135.298	0.376677	0.789518	122.679	122	106.825	105	86.3162	85	780.13963	1757.3336	780.13963	Medium
481609	4627843	99003426	2662	n	2157.84	5.1707	101.925	0.564834	0.803544	121.945	122	104.968	106	85.2169	86	772.11963	1609.84455	772.11963	Medium
481909	4627843	99003427	2663	n	2139.66	8.5004	58.6491	0.838506	0.798337	118.123	117	96.0422	94	78.5311	77	873.91052	1508.30289	873.91052	Medium
482209	4627843	99003428	2664	n	2114.05	7.1163	48.8744	0.907248	0.819884	116.736	117	94.7332	95	79.5323	79	905.89038	1462.31178	905.89038	Medium
482509	4627843	99003429	2665	n	2102.11	5.4766	70.5153	0.948905	0.673421	116.596	116	99.155	99	80.1877	80	708.12111	1477.06935	708.12111	Medium
482809	4627843	99003430	2666	n	2093.98	3.6075	95.5523	0.793936	0.68433	121.044	120	107.314	106	85.9559	84	601.85848	1550.32291	601.85848	Medium
483109	4627843	99003431	2667	n	2090.77	3.4341	176.658	0.687846	0.629306	110.353	111	101.155	102	78.9844	79	634.84782	1432.41828	634.84782	Medium
483409	4627843	99003432	2668	n	2088.13	1.9069	80.036	0.762749	0.897847	114.825	115	108.903	109	86.9845	87	789.82902	1188.94923	789.82902	Medium
483709	4627843	99003433	2669	n	2081.61	1.4567	150.186	0.69585	0.573492	115.576	116	110.68	111	88.2422	88	889.46583	977.4346	889.46583	Medium
484009	4627843	99003434	2670	n	2080.95	1.2367	129.102	0.504281	0.747783	113.831	112	111.224	108	89.2729	87	767.7028	822.8952	767.7028	Deep
484309	4627843	99003435	2671	n	2074.27	2.0792	116.287	0.531318	0.872037	113.134	113	110.984	111	88.6262	88	753.38285	760.87755	753.38285	Deep
484609	4627843	99003436	2672	n	2066.01	1.8501	113.374	0.545144	0.884477	115.785	116	112.123	112	90.4176	90	851.94122	808.52072	808.52072	Deep
484909	4627843	99003437	2673	n	2059.73	1.7377	101.668	0.613658	0.869377	119.315	119	113.72	113	91.9988	92	1031.5144	933.40408	933.40408	Deep
485209	4627843	99003438	2674	n	2052.21	2.0015	97.169	0.703908	0.861792	123.859	123	119.338	119	97.1213	96	1005.06116	1068.7274	1005.06116	Deep
485509	4627843	99003439	2675	n	2031.26	11.0114	138.031	0.448603	0.735884	131.961	136	125.843	129	104.159	107	898.89157	1082.92906	898.89157	Deep
485809	4627843	99003440	2676	n	2032.09	12.483	185.535	0.135546	0.474065	138.391	138	138.491	137	112.957	112	886.48981	1155.13027	886.48981	Deep
486109	4627843	99003441	2677	n	2017.3	6.4867	166.147	0.219839	0.614682	128.587	129	128.919	129	104.419	104	971.45371	1089.3075	971.45371	Deep
486409	4627843	99003442	2678	n	2020.41	3.2242	242.685	0.168585	0.150993	116.869	116	120.252	120	95.5596	95	1132.06909	863.50968	863.50968	Deep
486709	4627843	99003443	2679	n	2020.15	3.7015	124.527	0.64339	0.810921	116.504	116	124.205	123	99.3011	98	1341.43153	696.20908	696.20908	Deep
487009	4627843	99003444	2680	n	2012.73	6.6662	136.764	0.467998	0.677888	111.333	112	122.521	123	96.497	97	1580.28373	616.7338	616.7338	Deep
487309	4627843	99003445	2681	n	2004.51	5.3807	74.3625	0.873805	0.793453	110.957	111	122.735	122	96.318	96	1837.15944	606.79349	606.79349	Deep
487609	4627843	99003446	2682	n	1989.95	9.2296	103.072	0.573263	0.642694	118.171	117	126.946	126	100.651	100	2105.47214	557.2063	557.2063	Deep
487909	4627843	99003447	2683	n	1977.65	8.5912	140.06	0.346947	0.654417	121.548	121	130.729	130	105.116	104	2381.35908	534.61545	534.61545	Deep
488209	4627843	99003448	2684	n	1967.7	6.7927	153.737	0.236351	0.644447	127.988	127	138.949	138	111.999	111	2662.46675	518.35875	518.35875	Deep
488509	4627843	99003449	2685	n	1967.28	3.7023	220.146	0.1989	0.304476	117.402	117	132.614	132	104.6	104	2729.56377	560.52812	560.52812	Deep
488809	4627843	99003450	2686	n	1971.99	5.177	170.669	0.286241	0.567167	120.761	121	136.644	137	108.785	109	2437.498	704.80056	704.80056	Deep
489109	4627843	99003451	2687	n	1967.05	6.5305	132.945	0.41301	0.803077	125.509	124	139.22	137	112.943	110	2147.62069	795.95819	795.95819	Deep
489409	4627843	99003452	2688	n	1956.59	6.251	173.26	0.249781	0.566085	125.177	125	136.649	136	109.937	110	1860.9548	919.72865	919.72865	Deep
489709	4627843	99003453	2689	n	1953.95	3.9375	164.537	0.190835	0.616938	126.712	126	136.048	135	110.69	109	1579.2501	950.62988	950.62988	Deep
490009	4627843	99003454	2690	n	1953.61	3.4639	195.453	0.046977	0.374875	131.28	130	138.702	138	114.359	113	1305.72164	1022.15369	1022.15369	Deep
490309	4627843	99003455	2691	n	1956.08	3.7726	169.654	0.178023	0.562181	135.603	134	142.116	141	118.154	117	1046.79851	1083.20178	1046.79851	Deep
490609	4627843	99003456	2692	n	1949.83	5.4286	146.05	0.293921	0.759681	140.917	139	147.623	146	123.601	122	816.49572	1216.89121	816.49572	Deep
490909	4627843	99003457	2693	n	1945.56	3.6373	177.97	0.187233	0.503059	139.992	138	146.961	146	123.983	122	646.17597	1402.96912	646.17597	Deep
491209	4627843	99003458	2694	n	1942.68	3.9091	105.939	0.551659	0.751662	144.863	143	150.552	150	127.181	126	590.2724	1623.52101	590.2724	Deep
491509	4627843	99003459	2695	n	1931.42	3.6672	85.1963	0.713114	0.858456	170.621	171	106.665	109	117.756	118	677.71648	1866.36507	677.71648	Deep
491809	4627843	99003460	2696	n	1920.53	2.2918	74.66	0.808753	0.831952	172.743	173	100.724	100	116.843	116	866.12802	2070.26103	866.12802	Deep
492109	4627843	99003461	2697	n	1913.44	2.2838	92.0437	0.765454	0.823163	170.97	170	96.9549	98	114.119	114	1105.01397	1832.47342	1105.01397	Deep
492409	4627843	99003462	2698	n	1904.6	1.6312	110.605	0.578728	0.887072	164.623	168	131.181	143	124.735	128	1368.18639	1569.10135	1368.18639	Deep
492709	4627843	99003463	2699	n	1899.98	1.0063	114.374	0.548319	0.946651	169.33	170	67.2468	66	102.344	103	1397.61434	1285.67038	1285.67038	Deep
493009	4627843	99003464	2700	n	1896.55	0.3099	115.739	0.536147	0.90996	151.849	153	56.973	54	81.802	81	1108.11731	1007.28427	1007.28427	Deep
493309	4627843	99003465	2701	n	1895.78	0.2089	139.582	0.657841	0.703701	152.741	152	77.048	62	91.7751	87	826.14896	740.76005	740.76005	Deep
475609	4627643	99003474	2702	n	2194.77	8.4631	257.876	0.254735	0.087476	141.715	143	135.863	140	111.923	115	2702.14563	1084.60182	1084.60182	Deep
475909	4627643	99003475	2703	n	2218.53	11.4574	214.045	0.156376	0.299268	140.439	143	134.085	140	109.864	114	2466.60959	1384.18902	1384.18902	Shallow
476209	4627643	99003476	2704	n	2213.42	15.1271	145.033	0.368744	0.746075	148.413	150	149.88	155	125.238	129	2246.49387	1683.92321	1683.92321	Shallow
476509	4627643	99003477	2705	n	2186.77	10.1438	237.116	0.608788	0.433642	130.972	128	118.631	117	96.3484	94	2046.77956	1983.04693	1983.04693	Medium
476809	4627643	99003478	2706	n	2192.23	4.2682	153.467	0.87975	0.526196	131.248	128	116.952	113	95.5671	91	1874.00065	1960.25955	1874.00065	Medium
477109	4627643	99003479	2707	n	2200.9	5.2969	241.585	0.748927	0.337852	127.876	124	112.791	110	89.9469	86	1736.21723	1982.38634	1736.21723	Medium
477409	4627643	99003480	2708	n	2198.58	3.3318	126.747	0.893041	0.656702	121.234	121	109.685	111	86.2746	87	1642.26129	2048.68098	1642.26129	Medium
477709	4627643	99003481	2709	n	2197.26	1.5302	219.042	0.614821	0.354812	131.505	130	125.245	126	98.7741	99	1599.87312	2155.0712	1599.87312	Shallow
478009	4627643	99003482	2710	n	2195.35	2.9499	55.0003	0.896925	0.851414	147.908	148	146.236	146	117.477	118	1613.12301	2295.98998	1613.12301	Shallow
478309	4627643	99003483	2711	n	2186.25	3.4023	124.501	0.840252	0.705135	132.137	133	125.125	126	97.0086	96	1680.6956	2465.5239	1680.6956	Shallow
478609	4627643	99003484	2712	n	2175.88	6.2714	112.07	0.553265	0.854848	125.126	124	106.165	107	82.5778	82	1796.47142	2658.20357	1796.47142	Shallow
478909	4627643	99003485	2713	n	2159.18	4.8758	157.948	0.340551	0.611465	121.483	122	107.166	107	83.243	82	1951.89175	2869.37003	1951.89175	Shallow
479209	4627643	99003486	2714	n	2147.26	2.3566	135.728	0.496574	0.627946	117.731	118	104.388	106	80.6704	81	2138.32955	3095.24191	2138.32955	Medium
479509	4627643	99003487	2715	n	2143.31	1.5855	88.634	0.708507	0.846228	116.117	115	99.9114	98	78.3201	76	2049.10292	3050.222	2049.10292	Medium
479809	4627643	99003488	2716	n	2139.74	1.6692	137.361	0.685073	0.647945	120.664	118	108.607	105	86.3238	82	1762.49075	2779.78999	1762.49075	Medium
480109	4627643	99003489	2717	n	2138.08	3.203	155.976	0.549506	0.545159	111.668	112	97.8791	97	75.6592	75	1481.19024	2516.07045	1481.19024	Medium
480409	4627643	99003490	2718	n	2135.78	3.907	145.125	0.387588	0.47963	114.427	114	98.8619	99	78.3165	78	1208.91497	2261.41298	1208.91497	Medium
480709	4627643	99003491	2719	n	2140.95	10.6897	197.138	0.294817	0.464336	126.055	127	111.832	112	92.39	92	953.4287	2019.24906	953.4287	Shallow
481009	4627643	99003492	2720	n	2152.93	7.1218	216.47	0.064652	0.247296	127.843	128	118.253	118	95.4385	94	732.51427	1794.64339	732.51427	Shallow
481309	4627643	99003493	2721	n	2157.4	4.3581	173.376	0.143831	0.550924	124.554	125	110.547	111	89.5081	89	586.62427	1595.03073	586.62427	Medium
481609	4627643	99003494	2722	n	2151.98	5.0887	160.156	0.201368	0.656276	128.362	128	115.218	115	92.9974	93	575.91571	1430.9092	575.91571	Medium
481909	4627643	99003495	2723	n	2146.31	5.4303	145.063	0.302703	0.660756	130.746	131	119.738	121	95.9313	96	706.56194	1315.62885	706.56194	Medium
482209	4627643	99003496	2724	n	2135.83	7.1	100.942	0.538753	0.668849	126.889	127	114.625	115	91.3606	92	788.75791	1262.63906	788.75791	Shallow
482509	4627643	99003497	2725	n	2127.77	7.8012	85.5179	0.66773	0.66022	121.324	121	107.297	107	85.0041	85	550.39728	1279.70134	550.39728	Shallow
482809	4627643	99003498	2726	n	2111.53	7.1695	44.9967	0.924625	0.794873	115.269	114	98.9242	97	78.8188	78	404.64218	1361.25045	404.64218	Medium
483109	4627643	99003499	2727	n	2095.47	4.0336	85.6345	0.729475	0.748329	113.657	114	102.195	102	81.2026	81	452.25371	1490.72535	452.25371	Medium
483409	4627643	99003500	2728	n	2088.24	1.5499	109.555	0.559331	0.841429	114.05	114	109.814	110	86.955	87	652.17447	1325.85894	652.17447	Medium
483709	4627643	99003501	2729	n	2081.79	1.9994	109.362	0.60663	0.815381	113.57	113	109.293	109	86.1699	86	908.91675	1140.03511	908.91675	Deep
484009	4627643	99003502	2730	n	2076.86	2.9605	88.044	0.669212	0.6792	115.246	114	111.336	110	88.5674	87	962.9482	1010.67214	962.9482	Deep
484309	4627643	99003503	2731	n	2069.03	4.0766	96.2116	0.605651	0.716175	121.832	121	118.78	117	95.5117	94	951.571	960.85186	951.571	Deep
484609	4627643	99003504	2732	n	2060.41	5.6494	108.152	0.517422	0.676097	121.673	121	116.923	115	94.3347	93	1031.36099	1000.50572	1000.50572	Deep
484909	4627643	99003505	2733	n	2051.67	8.802	111.945	0.479331	0.640873	127.547	126	120.647	119	98.4135	96	1039.51501	1106.59154	1039.51501	Shallow
